bid,routine timestamp,routine score,name,day difference
65561,2019-07-23,88,"House of Dim Sum, Inc.",8.0
65580,2017-09-18,83,Subway #25578,-1.0
65580,2019-05-10,76,Subway #25578,24.0
65582,2019-03-12,88,Pacific Street Fish Market,203.0
65582,2019-09-24,89,Pacific Street Fish Market,7.0
65602,2017-03-22,100,Escape From New York Pizza,-1.0
65602,2018-04-03,98,Escape From New York Pizza,-1.0
65602,2019-07-22,96,Escape From New York Pizza,-1.0
65622,2016-11-28,92,Gott's Roadside Tray Gourmet,-1.0
65622,2019-06-17,92,Gott's Roadside Tray Gourmet,-1.0
65624,2018-01-03,92,Tacko Shop,-1.0
65635,2017-09-12,71,Focaccia Market Bakery,2.0
65635,2017-09-13,71,Focaccia Market Bakery,1.0
65635,2018-07-05,100,Focaccia Market Bakery,-1.0
65635,2019-04-30,100,Focaccia Market Bakery,-1.0
65649,2016-12-06,90,Krua Thai Kitchen,-1.0
65649,2018-03-15,88,Krua Thai Kitchen,28.0
65649,2018-12-27,90,Krua Thai Kitchen,-1.0
65672,2016-10-18,92,Golden Veggie Market,7.0
65672,2017-08-28,88,Golden Veggie Market,-1.0
65672,2018-02-26,94,Golden Veggie Market,-1.0
65672,2018-08-27,96,Golden Veggie Market,-1.0
65674,2017-01-19,75,Subway Sandwiches #25379,-1.0
65674,2017-01-26,75,Subway Sandwiches #25379,-1.0
65674,2017-01-27,75,Subway Sandwiches #25379,-1.0
65674,2018-12-28,90,Subway Sandwiches #25379,11.0
65676,2017-08-08,88,THE COFFEESMITH,23.0
65676,2018-08-29,92,THE COFFEESMITH,-1.0
65677,2017-04-19,87,Eleven O One,9.0
65677,2017-12-04,92,Eleven O One,-1.0
65677,2018-06-22,92,Eleven O One,-1.0
65679,2016-12-14,79,Red House Bakery,7.0
65679,2017-12-04,81,Red House Bakery,-1.0
65679,2018-05-17,82,Red House Bakery,-1.0
65679,2019-09-10,85,Red House Bakery,-1.0
65692,2018-04-26,98,Blarney Stone,-1.0
65692,2018-05-11,94,Blarney Stone,-1.0
65692,2019-08-14,94,Blarney Stone,-1.0
65695,2017-01-12,77,Mediterrean Food,21.0
65695,2017-11-01,90,Mediterrean Food,-1.0
65724,2016-11-08,96,Le Meridien SF Main Kitchen/Employee Cafeteria,-1.0
65724,2019-03-06,98,Le Meridien SF Main Kitchen/Employee Cafeteria,-1.0
65725,2016-11-08,92,Le Meridien SF Park Grill Restaurant & Bar,-1.0
65725,2019-03-06,100,Le Meridien SF Park Grill Restaurant & Bar,-1.0
65770,2017-01-25,96,Haight Street Happy Donuts,-1.0
65770,2018-06-26,90,Haight Street Happy Donuts,-1.0
65770,2019-06-11,85,Haight Street Happy Donuts,51.0
65776,2017-01-13,-1,111 Minna Gallery,-1.0
65776,2017-01-19,-1,111 Minna Gallery,-1.0
65776,2017-01-26,92,111 Minna Gallery,-1.0
65776,2018-05-01,100,111 Minna Gallery,-1.0
65776,2019-06-04,94,111 Minna Gallery,-1.0
65791,2016-11-10,86,Venga Empanadas,18.0
65791,2017-12-04,87,Venga Empanadas,-1.0
65791,2018-06-27,89,Venga Empanadas,-1.0
65791,2019-04-09,91,Venga Empanadas,-1.0
65795,2016-11-30,92,Mr. Pizza Man,-1.0
65795,2017-09-11,84,Mr. Pizza Man,-1.0
65795,2018-02-27,94,Mr. Pizza Man,-1.0
65795,2019-02-19,80,Mr. Pizza Man,-1.0
65813,2017-02-01,88,Sakesan,14.0
65813,2018-05-22,90,Sakesan,-1.0
65813,2019-01-25,85,Sakesan,-1.0
65813,2019-07-30,83,Sakesan,-1.0
65819,2017-02-14,100,Chinese Immersion School,-1.0
65819,2017-11-01,98,Chinese Immersion School,155.0
65819,2018-03-20,98,Chinese Immersion School,16.0
65819,2018-12-05,100,Chinese Immersion School,-1.0
65820,2016-10-21,96,McAuley Adolescent Special Education,-1.0
65820,2017-01-25,98,McAuley Adolescent Special Education,-1.0
65820,2017-10-31,98,McAuley Adolescent Special Education,-1.0
65820,2018-03-23,98,McAuley Adolescent Special Education,-1.0
65820,2018-09-13,94,McAuley Adolescent Special Education,-1.0
65824,2017-10-24,91,Sugarhill Kitchen,20.0
65824,2018-05-17,91,Sugarhill Kitchen,-1.0
65824,2019-04-30,85,Sugarhill Kitchen,-1.0
65829,2018-07-11,83,CHAMBERS eat + drink,23.0
65830,2017-10-04,94,Bubba Gump Shrimp Co.,-1.0
65830,2018-06-11,93,Bubba Gump Shrimp Co.,332.0
65830,2019-05-08,92,Bubba Gump Shrimp Co.,1.0
65831,2017-07-26,77,Spices Restaurant,19.0
65831,2018-07-11,80,Spices Restaurant,-1.0
65831,2019-04-15,74,Spices Restaurant,-1.0
65831,2019-08-23,73,Spices Restaurant,-1.0
65833,2017-12-08,92,Ristorante Milano,-1.0
65833,2018-06-06,96,Ristorante Milano,-1.0
65834,2017-05-17,78,Roma Pizzeria,8.0
65834,2019-06-11,71,Roma Pizzeria,-1.0
65852,2017-07-21,88,Al's Super Cafe,14.0
65852,2019-01-07,94,Al's Super Cafe,-1.0
65852,2019-07-17,96,Al's Super Cafe,-1.0
65856,2017-08-21,73,Bamboo Asia,42.0
65856,2019-01-17,86,Bamboo Asia,-1.0
65856,2019-08-28,84,Bamboo Asia,-1.0
65857,2017-07-05,92,Naked Lunch,-1.0
65860,2018-04-30,84,Super Duper,4.0
65860,2019-09-16,87,Super Duper,-1.0
65872,2018-07-18,90,Barcino,7.0
65873,2017-12-08,91,Capurro's,-1.0
65873,2019-03-12,81,Capurro's,7.0
65873,2019-09-17,86,Capurro's,-1.0
65893,2017-02-10,96,Diane Feinstein Elementary School,-1.0
65893,2017-10-25,100,Diane Feinstein Elementary School,-1.0
65893,2018-03-21,100,Diane Feinstein Elementary School,-1.0
65893,2018-09-28,100,Diane Feinstein Elementary School,-1.0
65893,2019-03-06,100,Diane Feinstein Elementary School,-1.0
65896,2017-10-04,90,Oasis Grill,-1.0
65896,2018-07-02,86,Oasis Grill,-1.0
65896,2019-05-09,86,Oasis Grill,-1.0
65898,2016-12-06,100,Pearl's Deluxe Burgers,-1.0
65898,2017-12-05,96,Pearl's Deluxe Burgers,6.0
65898,2019-04-29,90,Pearl's Deluxe Burgers,-1.0
65900,2016-12-29,96,Olivier's Butchery,-1.0
65900,2019-04-10,96,Olivier's Butchery,-1.0
65901,2017-11-08,90,San Sun Restaurant,-1.0
65901,2018-12-17,92,San Sun Restaurant,22.0
65901,2019-07-08,94,San Sun Restaurant,-1.0
65902,2017-04-21,89,Annakoot,-1.0
65925,2017-09-19,82,Ziggy's Burger & Grill,-1.0
65925,2018-11-19,87,Ziggy's Burger & Grill,-1.0
65925,2019-07-09,90,Ziggy's Burger & Grill,-1.0
66185,2017-06-26,94,"Ritual Coffee Roasters, Inc.",-1.0
66185,2018-02-02,100,"Ritual Coffee Roasters, Inc.",271.0
66185,2018-10-24,96,"Ritual Coffee Roasters, Inc.",7.0
66191,2017-08-08,98,AFC Sushi @ Mollie Stone's #9,-1.0
66191,2018-03-22,100,AFC Sushi @ Mollie Stone's #9,-1.0
66191,2018-12-03,100,AFC Sushi @ Mollie Stone's #9,-1.0
66202,2016-10-27,94,Cake Coquette,-1.0
66202,2018-10-23,98,Cake Coquette,-1.0
66220,2018-03-13,84,Izakaya Kou,7.0
66220,2019-04-18,86,Izakaya Kou,-1.0
66229,2017-05-15,64,Amphawa Thai Noodle House,3.0
66229,2017-09-20,88,Amphawa Thai Noodle House,-1.0
66229,2018-08-22,80,Amphawa Thai Noodle House,-1.0
66229,2019-02-19,92,Amphawa Thai Noodle House,-1.0
66229,2019-08-19,83,Amphawa Thai Noodle House,-1.0
66255,2016-12-06,86,Tempest,-1.0
66255,2018-02-12,89,Tempest,-1.0
66255,2019-06-13,90,Tempest,-1.0
66276,2018-10-17,65,Martita's Restaurant,5.0
66276,2019-07-10,76,Martita's Restaurant,-1.0
66279,2017-08-02,98,Castro Village Wine Co.,-1.0
66279,2019-03-13,100,Castro Village Wine Co.,-1.0
66280,2018-02-16,96,The Posh Bagel,-1.0
66280,2019-01-31,90,The Posh Bagel,-1.0
66297,2017-10-03,86,EggWhite Cafe,-1.0
66297,2018-06-04,86,EggWhite Cafe,-1.0
66297,2019-06-06,90,EggWhite Cafe,35.0
66331,2017-05-03,90,Cafe Majestic,-1.0
66331,2019-10-03,84,Cafe Majestic,-1.0
66336,2018-03-21,85,Nizario's Pizza #2,7.0
66336,2019-04-17,94,Nizario's Pizza #2,-1.0
66361,2017-03-20,68,Cafe Bunn Mi,-1.0
66361,2018-02-07,81,Cafe Bunn Mi,-1.0
66361,2019-05-22,86,Cafe Bunn Mi,-1.0
66362,2018-05-21,88,Coffee To The People,-1.0
66362,2019-07-24,94,Coffee To The People,-1.0
66363,2016-11-29,94,Subway Sandwich #41309,-1.0
66363,2017-12-04,92,Subway Sandwich #41309,7.0
66363,2019-05-22,89,Subway Sandwich #41309,-1.0
66384,2017-08-28,83,Sweet Hut,15.0
66384,2018-08-07,91,Sweet Hut,-1.0
66384,2019-04-04,90,Sweet Hut,-1.0
66394,2018-03-08,92,Canela,-1.0
66400,2017-02-24,96,Arabian Nights,322.0
66400,2018-01-11,79,Arabian Nights,1.0
66400,2018-10-23,85,Arabian Nights,-1.0
66400,2019-09-26,75,Arabian Nights,-1.0
66402,2016-10-17,98,Lucky Horseshoe Bar LLC,-1.0
66402,2017-05-02,98,Lucky Horseshoe Bar LLC,-1.0
66402,2017-10-16,96,Lucky Horseshoe Bar LLC,-1.0
66402,2018-03-27,94,Lucky Horseshoe Bar LLC,-1.0
66402,2019-05-03,90,Lucky Horseshoe Bar LLC,11.0
66406,2017-10-17,73,Charley's Grilled Subs,3.0
66406,2018-05-23,83,Charley's Grilled Subs,-1.0
66406,2019-08-22,78,Charley's Grilled Subs,-1.0
66411,2017-02-10,96,Del Popolo LLC,-1.0
66418,2017-03-27,79,Turtle Tower Restaurant,22.0
66418,2018-06-05,84,Turtle Tower Restaurant,-1.0
66418,2019-01-17,73,Turtle Tower Restaurant,-1.0
66418,2019-05-30,81,Turtle Tower Restaurant,-1.0
66475,2016-11-07,90,Sur La Table,-1.0
66475,2017-11-22,90,Sur La Table,-1.0
66475,2019-01-16,92,Sur La Table,-1.0
66511,2019-08-27,100,SFGH Volunteer Dept.,-1.0
66515,2017-10-25,90,La Fusion,-1.0
66515,2019-05-08,86,La Fusion,21.0
66517,2017-01-20,76,Mela Tandoori Kitchen,7.0
66517,2018-06-04,92,Mela Tandoori Kitchen,-1.0
66517,2019-05-24,84,Mela Tandoori Kitchen,-1.0
66522,2017-08-09,78,Java House LLC,7.0
66522,2018-10-17,80,Java House LLC,-1.0
66534,2017-03-03,88,Midway Grill (Snack Shop),20.0
66534,2017-10-18,88,Midway Grill (Snack Shop),-1.0
66534,2019-01-28,100,Midway Grill (Snack Shop),-1.0
66536,2017-03-03,90,Cypress Grill,235.0
66536,2017-10-18,83,Cypress Grill,6.0
66536,2019-01-28,90,Cypress Grill,-1.0
66536,2019-08-27,98,Cypress Grill,-1.0
66583,2017-01-18,94,Kara's Cupcakes,-1.0
66583,2018-06-11,94,Kara's Cupcakes,-1.0
66584,2017-05-17,90,Western Donuts Shop #2,8.0
66584,2018-04-30,90,Western Donuts Shop #2,-1.0
66592,2016-10-28,100,John King Senior Center,-1.0
66592,2017-11-08,96,John King Senior Center,-1.0
66592,2018-12-04,98,John King Senior Center,-1.0
66612,2017-04-13,92,Kama Sushi,-1.0
66612,2018-06-12,92,Kama Sushi,-1.0
66612,2019-08-07,100,Kama Sushi,-1.0
66637,2016-11-30,86,Godzila Sushi,34.0
66637,2018-08-08,78,Godzila Sushi,-1.0
66637,2019-02-13,94,Godzila Sushi,-1.0
66637,2019-09-03,87,Godzila Sushi,-1.0
66656,2016-10-27,87,Another Cafe,-1.0
66656,2017-03-13,98,Another Cafe,-1.0
66656,2018-06-05,98,Another Cafe,-1.0
66656,2019-06-17,100,Another Cafe,-1.0
66679,2017-11-08,70,New Woey Loy Goey Restaurant,1.0
66679,2019-01-09,85,New Woey Loy Goey Restaurant,-1.0
66684,2017-12-14,100,The Ice Cream Bar,-1.0
66684,2019-06-12,93,The Ice Cream Bar,28.0
66685,2016-12-05,90,Tacolicious,351.0
66685,2017-11-13,90,Tacolicious,8.0
66685,2018-07-18,87,Tacolicious,-1.0
66685,2019-04-01,85,Tacolicious,-1.0
66687,2017-01-30,98,Chipotle Mexican Grill,-1.0
66687,2017-12-05,100,Chipotle Mexican Grill,-1.0
66687,2018-06-14,96,Chipotle Mexican Grill,-1.0
66687,2019-09-12,96,Chipotle Mexican Grill,-1.0
66694,2017-01-12,92,Streets,-1.0
66694,2018-06-05,82,Streets,1.0
66695,2017-10-17,73,Lee's Deli,8.0
66695,2019-05-08,87,Lee's Deli,-1.0
66698,2018-06-15,100,Stanley's Steamers,-1.0
66698,2019-07-08,100,Stanley's Steamers,-1.0
66704,2016-11-01,85,DR. TEETH AND THE ELECTRIC MAYHEM,43.0
66704,2017-11-28,84,DR. TEETH AND THE ELECTRIC MAYHEM,-1.0
66704,2018-07-30,86,DR. TEETH AND THE ELECTRIC MAYHEM,-1.0
66705,2017-03-02,75,Green Island Restaurant,7.0
66705,2019-09-11,71,Green Island Restaurant,-1.0
66709,2018-05-18,96,MINT,-1.0
66711,2018-06-22,90,Paris Pizza,-1.0
66717,2018-02-22,85,Giordano Bros.,1.0
66717,2019-03-13,91,Giordano Bros.,-1.0
66732,2017-02-01,88,Soma Restaurant And Bar,16.0
66732,2018-01-19,90,Soma Restaurant And Bar,-1.0
66732,2019-05-21,86,Soma Restaurant And Bar,-1.0
66736,2018-04-10,90,Sozai,-1.0
66736,2019-06-26,94,Sozai,-1.0
66768,2016-10-05,100,Little Vine,-1.0
66768,2018-05-23,96,Little Vine,-1.0
66768,2019-07-11,100,Little Vine,-1.0
66771,2017-02-07,98,Stanza,-1.0
66771,2019-05-03,93,Stanza,-1.0
66771,2019-05-15,98,Stanza,-1.0
66808,2016-10-20,88,Burger King 3684,12.0
66808,2017-06-14,91,Burger King 3684,-1.0
66808,2018-07-13,96,Burger King 3684,-1.0
66808,2019-04-24,92,Burger King 3684,-1.0
66874,2017-03-15,58,Peninsula Seafood Restaurant,1.0
66874,2017-11-30,78,Peninsula Seafood Restaurant,-1.0
66874,2019-01-04,86,Peninsula Seafood Restaurant,-1.0
66894,2016-11-08,96,Clancey's Market-Deli,-1.0
66894,2017-09-29,98,Clancey's Market-Deli,-1.0
66894,2018-08-23,98,Clancey's Market-Deli,-1.0
66896,2017-06-22,94,Lite Bite,159.0
66896,2017-11-17,96,Lite Bite,11.0
66896,2018-05-08,92,Lite Bite,-1.0
66900,2017-03-29,86,La Espiga De Oro,195.0
66900,2017-10-05,77,La Espiga De Oro,5.0
66900,2018-06-12,81,La Espiga De Oro,-1.0
66900,2019-04-30,81,La Espiga De Oro,-1.0
66901,2016-10-26,86,Camp,-1.0
66901,2019-06-20,81,Camp,-1.0
66902,2017-01-18,90,Palio Paninoteca,-1.0
66902,2019-08-06,90,Palio Paninoteca,-1.0
66925,2017-11-14,89,Deli Board,-1.0
66925,2019-02-13,90,Deli Board,-1.0
66925,2019-08-29,94,Deli Board,-1.0
66961,2017-07-24,57,Mi Tierra Market,1.0
66961,2018-04-16,88,Mi Tierra Market,-1.0
66961,2019-09-05,93,Mi Tierra Market,-1.0
66963,2017-01-11,92,Zynga,-1.0
66963,2018-03-12,94,Zynga,-1.0
66963,2019-08-13,94,Zynga,-1.0
66972,2018-11-15,96,Akiba,-1.0
66979,2016-10-05,100,The Hummus Guy,-1.0
66979,2019-03-13,96,The Hummus Guy,-1.0
66985,2017-10-03,86,Pho Vietnam San Francisco,-1.0
66985,2018-05-24,96,Pho Vietnam San Francisco,169.0
66985,2018-11-08,93,Pho Vietnam San Francisco,1.0
66988,2018-02-26,87,Park Tavern,-1.0
66988,2019-05-29,81,Park Tavern,7.0
66990,2017-07-21,92,Bai Som Thai Kitchen,-1.0
66990,2018-07-17,84,Bai Som Thai Kitchen,8.0
66990,2019-02-20,85,Bai Som Thai Kitchen,-1.0
66990,2019-08-28,88,Bai Som Thai Kitchen,-1.0
66992,2016-10-05,86,Mifune Bistro,-1.0
66992,2018-08-22,87,Mifune Bistro,7.0
66999,2018-01-03,84,Super Duper Burgers,1.0
66999,2019-08-09,81,Super Duper Burgers,-1.0
67043,2016-12-02,90,Jang Soo BBQ,299.0
67043,2017-09-06,78,Jang Soo BBQ,21.0
67043,2018-08-16,83,Jang Soo BBQ,-1.0
67043,2019-04-03,83,Jang Soo BBQ,-1.0
67049,2017-01-06,90,Specialty's Cafe & Bakery,-1.0
67049,2018-01-29,98,Specialty's Cafe & Bakery,-1.0
67049,2019-01-07,98,Specialty's Cafe & Bakery,-1.0
67049,2019-06-25,98,Specialty's Cafe & Bakery,-1.0
67063,2016-10-26,90,7-Eleven #2366-34977,7.0
67063,2017-07-05,72,7-Eleven #2366-34977,-1.0
67063,2018-05-02,92,7-Eleven #2366-34977,-1.0
67063,2019-05-17,88,7-Eleven #2366-34977,-1.0
67067,2018-06-18,90,Tupelo,24.0
67067,2019-03-14,92,Tupelo,-1.0
67067,2019-09-11,88,Tupelo,-1.0
67075,2017-08-31,85,Beachside Coffee Bar & Kitchen,8.0
67075,2019-06-27,88,Beachside Coffee Bar & Kitchen,-1.0
67093,2017-02-28,92,Katherine Delmar Burke School,9.0
67093,2017-09-28,100,Katherine Delmar Burke School,-1.0
67093,2018-03-08,100,Katherine Delmar Burke School,-1.0
67093,2018-09-24,98,Katherine Delmar Burke School,-1.0
67093,2019-04-25,90,Katherine Delmar Burke School,-1.0
67093,2019-09-20,93,Katherine Delmar Burke School,-1.0
67123,2018-04-19,89,Mozzeria,1.0
67123,2019-01-15,92,Mozzeria,-1.0
67149,2018-01-25,92,"Sushi In, LLC",6.0
67154,2017-01-10,86,RIVERSIDE SEAFOOD RESTAURANT,-1.0
67154,2018-07-12,88,RIVERSIDE SEAFOOD RESTAURANT,-1.0
67154,2019-09-25,87,RIVERSIDE SEAFOOD RESTAURANT,-1.0
67176,2019-06-13,90,The Melt,-1.0
67182,2017-07-31,96,"Asana, Inc.",-1.0
67182,2018-05-09,96,"Asana, Inc.",-1.0
67182,2019-07-10,86,"Asana, Inc.",19.0
67184,2017-09-13,88,Biergarten,84.0
67184,2018-05-03,98,Biergarten,-1.0
67184,2019-05-09,96,Biergarten,-1.0
67186,2017-10-05,94,Etcetera Wine Bar,-1.0
67186,2018-05-30,96,Etcetera Wine Bar,-1.0
67186,2019-06-05,85,Etcetera Wine Bar,1.0
67187,2016-10-11,96,Chipotle Mexican Grill #1560,-1.0
67187,2017-10-12,100,Chipotle Mexican Grill #1560,-1.0
67187,2018-06-14,100,Chipotle Mexican Grill #1560,-1.0
67187,2019-01-17,92,Chipotle Mexican Grill #1560,-1.0
67187,2019-07-26,100,Chipotle Mexican Grill #1560,-1.0
67218,2018-06-01,90,"Williams-Sonoma, Inc.",14.0
67235,2017-02-01,94,Steins,-1.0
67235,2018-06-05,86,Steins,7.0
67235,2019-04-17,83,Steins,-1.0
67237,2017-09-14,84,La Jefa,-1.0
67237,2018-09-14,51,La Jefa,14.0
67246,2017-02-23,96,Sodexo @ Academy of Art University,-1.0
67246,2018-04-30,91,Sodexo @ Academy of Art University,-1.0
67250,2017-02-23,98,Sodexo @ Academy of Art University,-1.0
67250,2018-04-30,98,Sodexo @ Academy of Art University,-1.0
67262,2016-10-05,88,Wonglee LLC,-1.0
67262,2017-07-06,84,Wonglee LLC,-1.0
67262,2019-04-15,82,Wonglee LLC,7.0
67276,2018-01-04,94,The Cow Hollow Market,8.0
67330,2018-02-08,88,San Tung Restaurant LLC,-1.0
67330,2019-04-08,85,San Tung Restaurant LLC,-1.0
67359,2017-09-28,88,Lite Bite,12.0
67359,2018-03-27,90,Lite Bite,-1.0
67359,2019-04-30,82,Lite Bite,-1.0
67371,2018-03-08,80,Roxie Market & Deli,-1.0
67371,2019-07-08,88,Roxie Market & Deli,15.0
67414,2016-10-09,100,Phoenix Pastificio,-1.0
67427,2017-09-19,98,La Fina Estampa,-1.0
67427,2018-03-20,98,La Fina Estampa,-1.0
67427,2019-07-19,92,La Fina Estampa,28.0
67446,2017-03-31,79,Soma Chicken and Salad,-1.0
67446,2019-02-11,65,Soma Chicken and Salad,170.0
67446,2019-07-23,82,Soma Chicken and Salad,8.0
67448,2017-01-26,80,Soo Fong Restaurant,12.0
67448,2018-05-07,92,Soo Fong Restaurant,-1.0
67448,2019-04-18,75,Soo Fong Restaurant,-1.0
67486,2018-01-27,92,Phat Thai,-1.0
67486,2018-07-31,94,Phat Thai,-1.0
67489,2017-04-20,94,The Dark Horse Inn,-1.0
67489,2018-04-20,94,The Dark Horse Inn,-1.0
67495,2017-01-13,91,Southern Pacific Brewing,7.0
67495,2017-12-08,96,Southern Pacific Brewing,-1.0
67495,2018-12-12,98,Southern Pacific Brewing,-1.0
67495,2019-10-02,85,Southern Pacific Brewing,-1.0
67509,2018-06-20,100,The Hidden Vine Wine Bar,-1.0
67510,2018-02-21,79,Subway Sandwiches,1.0
67510,2019-08-29,77,Subway Sandwiches,-1.0
67545,2017-04-20,94,Keiko a Nob Hill,-1.0
67545,2018-03-02,100,Keiko a Nob Hill,-1.0
67545,2018-09-07,98,Keiko a Nob Hill,-1.0
67545,2019-05-31,98,Keiko a Nob Hill,-1.0
67554,2017-09-25,75,Good Orchard Bakery,16.0
67554,2018-07-17,73,Good Orchard Bakery,-1.0
67554,2019-09-16,76,Good Orchard Bakery,-1.0
67558,2017-02-01,94,Azucar Lounge,13.0
67558,2018-03-14,94,Azucar Lounge,-1.0
67558,2019-06-06,94,Azucar Lounge,-1.0
67564,2016-11-08,59,ITHAI,6.0
67564,2017-08-04,67,ITHAI,-1.0
67564,2018-05-03,87,ITHAI,-1.0
67564,2019-01-31,74,ITHAI,-1.0
67564,2019-08-26,82,ITHAI,-1.0
67565,2016-12-12,81,King of Thai Noodles Cafe,8.0
67565,2017-08-28,84,King of Thai Noodles Cafe,-1.0
67565,2018-08-29,88,King of Thai Noodles Cafe,-1.0
67565,2019-07-03,82,King of Thai Noodles Cafe,-1.0
67567,2017-01-04,94,Rolling-Out,-1.0
67567,2018-02-28,92,Rolling-Out,-1.0
67584,2016-11-03,90,Stow Lake Boathouse Company,-1.0
67584,2018-04-13,100,Stow Lake Boathouse Company,-1.0
67587,2017-02-16,90,Burger Urge,15.0
67587,2018-06-13,96,Burger Urge,-1.0
67602,2016-11-10,96,Chipotle Mexican Grill #1702,77.0
67602,2017-10-11,96,Chipotle Mexican Grill #1702,-1.0
67602,2019-09-23,90,Chipotle Mexican Grill #1702,-1.0
67615,2017-12-18,93,Esposto's Deli,354.0
67615,2018-11-30,92,Esposto's Deli,7.0
67690,2018-07-12,94,Saru,-1.0
67690,2019-08-29,96,Saru,-1.0
67754,2016-11-14,86,Joy Hing BBQ Noodles House,-1.0
67754,2018-02-13,96,Joy Hing BBQ Noodles House,17.0
67788,2016-12-05,84,Sushi Taka,8.0
67788,2018-02-13,100,Sushi Taka,-1.0
67788,2019-03-13,82,Sushi Taka,-1.0
67828,2017-03-27,85,King's Thai Cuisine,-1.0
67828,2017-12-06,85,King's Thai Cuisine,-1.0
67828,2018-10-26,96,King's Thai Cuisine,-1.0
67856,2018-04-10,96,Pearl Market,7.0
67856,2019-04-01,92,Pearl Market,-1.0
67862,2016-10-11,96,The Social Study,-1.0
67862,2018-02-27,94,The Social Study,7.0
67862,2019-03-06,85,The Social Study,-1.0
67869,2016-12-05,94,Yuubi Japanese Restaurant,277.0
67869,2017-09-01,81,Yuubi Japanese Restaurant,7.0
67869,2018-09-19,84,Yuubi Japanese Restaurant,-1.0
67869,2019-05-14,96,Yuubi Japanese Restaurant,-1.0
67871,2017-10-11,96,Mission dolores Academy,-1.0
67871,2018-02-23,100,Mission dolores Academy,-1.0
67871,2018-10-05,100,Mission dolores Academy,-1.0
67871,2019-03-13,98,Mission dolores Academy,-1.0
67895,2017-02-09,93,Precita Park Cafe,-1.0
67895,2018-04-26,86,Precita Park Cafe,8.0
67895,2019-04-22,90,Precita Park Cafe,-1.0
67911,2017-02-03,94,Prather Ranch Meat Co.,363.0
67917,2017-09-22,100,Hilton Financial District,-1.0
67917,2018-11-27,100,Hilton Financial District,-1.0
67920,2017-01-23,83,Noori,4.0
67920,2017-12-13,86,Noori,-1.0
67920,2019-04-05,81,Noori,-1.0
67923,2017-01-26,90,Old Skool Cafe,7.0
67923,2018-10-03,89,Old Skool Cafe,-1.0
67982,2017-11-17,87,Caffe Central,-1.0
67982,2019-01-16,85,Caffe Central,21.0
67982,2019-09-23,92,Caffe Central,-1.0
67985,2017-10-02,87,Momma's Kitchen,-1.0
67985,2019-02-06,90,Momma's Kitchen,-1.0
67985,2019-09-23,88,Momma's Kitchen,-1.0
68013,2017-07-21,100,"Mariposa Baking Co., Inc.",-1.0
68013,2019-05-23,98,"Mariposa Baking Co., Inc.",-1.0
68018,2016-12-12,100,Cafeto Coffee Shop,-1.0
68018,2017-09-08,96,Cafeto Coffee Shop,-1.0
68018,2018-03-06,96,Cafeto Coffee Shop,-1.0
68018,2019-04-11,90,Cafeto Coffee Shop,-1.0
68026,2017-08-03,98,ESTELA'S DONBURI,-1.0
68026,2019-02-01,92,ESTELA'S DONBURI,221.0
68026,2019-08-22,85,ESTELA'S DONBURI,19.0
68036,2017-08-04,92,City Chopsticks,-1.0
68036,2019-02-26,75,City Chopsticks,15.0
68036,2019-09-30,92,City Chopsticks,-1.0
68037,2018-05-01,81,Focaccia Market Bakery,-1.0
68042,2017-11-15,75,Yummy Yummy,12.0
68045,2016-12-14,100,Maven Restaurant,-1.0
68045,2018-10-25,92,Maven Restaurant,-1.0
68068,2017-03-02,94,The Chai Cart,-1.0
68070,2016-11-02,89,Per Diem,-1.0
68070,2017-11-20,85,Per Diem,8.0
68070,2019-05-13,75,Per Diem,-1.0
68079,2017-08-22,92,Philz Coffee,14.0
68079,2018-05-02,96,Philz Coffee,-1.0
68079,2019-07-16,98,Philz Coffee,-1.0
68089,2017-08-03,88,Burger King 5830,-1.0
68089,2019-05-06,94,Burger King 5830,-1.0
68090,2018-02-21,92,Original Joe's,-1.0
68090,2019-04-22,91,Original Joe's,7.0
68091,2017-11-28,90,Ki̻n Thanh,-1.0
68104,2018-01-25,86,Freshroll,1.0
68104,2019-03-13,88,Freshroll,-1.0
68105,2017-01-04,88,Gilberth's Rottiserie & Grill,-1.0
68105,2019-06-07,86,Gilberth's Rottiserie & Grill,-1.0
68121,2017-10-18,96,Hot Pot Garden,-1.0
68121,2019-08-22,80,Hot Pot Garden,-1.0
68128,2016-10-27,100,FlourChylde Bakery,-1.0
68128,2018-05-10,100,FlourChylde Bakery,-1.0
68130,2017-01-10,77,Vinyl Cafe and Wine Bar,22.0
68130,2018-05-23,79,Vinyl Cafe and Wine Bar,-1.0
68130,2019-05-17,79,Vinyl Cafe and Wine Bar,-1.0
68131,2017-10-16,72,Radio Africa & Kitchen,7.0
68131,2018-06-07,82,Radio Africa & Kitchen,-1.0
68131,2019-02-12,88,Radio Africa & Kitchen,-1.0
68131,2019-09-26,88,Radio Africa & Kitchen,-1.0
68148,2018-02-16,81,Sheng Kee Bakery & Cafe,13.0
68148,2019-05-30,87,Sheng Kee Bakery & Cafe,-1.0
68152,2016-10-07,92,State Bird Provisions,-1.0
68152,2018-03-05,93,State Bird Provisions,-1.0
68152,2019-02-13,96,State Bird Provisions,-1.0
68158,2017-09-05,92,I-Skewers,-1.0
68159,2017-09-13,75,Tower Burger,65.0
68159,2018-07-25,88,Tower Burger,-1.0
68160,2017-05-10,68,Gourmet Carousel,-1.0
68160,2018-11-07,70,Gourmet Carousel,236.0
